Export period 25.02.2020 - 24.02.2021
851804102;"Svenstrup Station (Hobrovej / Svenstrup)";552003;6314629
861000101;"Aars Busterminal (Vesthimmerlands Komm.)";531212;6295566
861000102;"Aars Busterminal (Vesthimmerlands Komm.)";531240;6295560
861100301;"Havbro (Vesthimm. Komm.)";525506;6295287
8600742;"Danshøj St.";719732;6174250
401000101;"Allinge - Lindeplads (Bornholm)";868332;6140942
401000301;"Sandvig - gl. station (Bornholm)";866782;6141982
401000701;"Olsker (Bornholm)";868379;6137247
401001101;"Østerlars of Gamlevældevej (Bornholm)";879735;6129370
401001301;"Østerlars Rundkirke (vest) (Bornholm)";879321;6130002
401001501;"Gudhjem - museet (Nord) (Bornholm)";879819;6134103
401002101;"Helligdommen - Kunstmuseet (landside) (Bornholm)";874606;6135437
401002301;"Tejn Havn of Havnebakken (45/40)(Bornholm)";870963;6137881
401002701;"Østermarie v. Torvegade (Bornholm)";882846;6127115
401002901;"Bølshavn v. Bølshavnvej (Bornholm)";887147;6128730
401003901;"Røbro (Bornholm)";875071;6133833
403000101;"Muleby Nyker Strandvej 5 (Bornholm)";864098;6126936
403000301;"Hasle - Torv v. Turistinfo (Bornholm)";863100;6130200
403000501;"Borrelyngvej of Jons Kapelvej (Bornholm)";864696;6135353
403000701;"Vang havn (Bornholm)";864452;6137442
403000901;"Borrelyngvej v. Lyngholt (Bornholm)";866073;6138431
403001101;"Rutsker (Bornholm)";865503;6133443
403001501;"Nyker of  Kirkebyvej (Bornholm)";867292;6125522
403001701;"Klemensker of Bedegadevej (Bornholm)";869527;6129671
403001801;"Årsballe (nord) (Bornholm)";873904;6126622
403001901;"Svalhøj (Bornholm)";864896;6129469
403002101;"Klemensker skole (Bornholm)";869979;6129710
405000101;"Listed Havn (Bornholm)";889099;6128046
405000301;"Svaneke Torv (havside) (Bornholm)";891246;6127187
405000901;"Nexø rtb. (Bornholm)";891467;6118946
405001101;"Årsdale Havn (havside) (Bornholm)";891665;6124131
405001901;"Ibskervej v. Oksemyrevej (Bornholm)";890424;6122877
405003101;"Højevej v. Brændegårdshavevej (Bornholm)";889575;6126038
407000201;"Snellemark  30 (Bornholm)";863325;6120914
407000301;"Rønne Rådhus v. Ystadvej (Bornholm)";864175;6121221
407000601;"Knudsker v Møllevangen (Bornholm)";866985;6122262
407015301;"Strandvejen v. Campingpladsen (Bornholm)";863975;6119625
407017301;"Åkirkebyvej v. Østre skole (Bornholm)";864046;6120767
407017801;"Almindingsvej v. Østkraft (Bornholm)";864453;6120693
409000301;"Vestermarie of Brugsen (Bornholm)";871166;6122189
409000501;"Amindingen - Koldekildehus of Almindingsvej (Bornh";876742;6124566
409000701;"Aakirkeby, Terminalen (Bornholm)";877332;6118794
409000901;"Pedersker (Bornholm)";882784;6114519
409001501;"Egeby (nord) (Bornholm)";882604;6118802
409001701;"Bornholms Lufthavn (Bornholm)";866941;6117659
409001901;"Arnager (Bornholm)";868965;6116118
409002501;"Aakirkeby centrum (ved Torvet) (Bornholm)";877831;6118631
